pr_number,pr_title,pr_author,pr_state,pr_created_at,pr_merged_at,pr_additions,pr_deletions,pr_changed_files_count,pr_labels,pr_head_branch,pr_base_branch,pr_review_decision,pr_is_draft,pr_review_count,pr_reviewer_logins,pr_commit_count,hours_to_merge,hours_to_first_review,authorship,is_bot_author,has_any_agent_marker,agent_marker_conversation_link,agent_marker_coauthored,agent_marker_try_pr,touches_tui_files,touches_snapshot_files,touches_test_files,snapshot_svgs_changed,has_linked_issue,linked_issue_count,linked_issue_numbers,linked_issue_authors,release_tag,release_date,h_pr_type,h_bug_severity,h_touches_tui,h_authorship,h_has_snapshot_changes,h_issue_reporter_type,llm_pr_type,llm_bug_severity,llm_touches_tui,llm_rationale
65,Fix: Set prompt_continuation to empty string for cleaner multiline input,Chesars,merged,2025-11-16T20:52:47Z,2025-11-19T20:50:45Z,0,6,2,,fix/remove-prompt-continuation-ellipsis,main,APPROVED,false,3,"malhotra5,simonrosenberg,xingyaoww",5,71.97,66.64,human,false,false,false,false,false,false,false,true,0,true,1,59,xingyaoww,1.3.0,2025-11-26,bug-fix,other-fix,false,human,false,human,bug-fix,ux-regression,true,"This change fixes an unintended ‘...’ prefix on wrapped continuation lines in the terminal prompt, improving the visual layout of multiline input without altering functionality."
64,Update CLI visualizer to use horizontal rules instead of panels,xingyaoww,merged,2025-11-16T04:40:32Z,2025-11-18T18:20:36Z,82,347,4,,update-visualizer-to-use-rules,main,APPROVED,false,12,"openhands-ai[bot],malhotra5,xingyaoww,enyst",8,61.67,35.26,agent,false,true,true,false,false,true,false,true,0,false,0,,,1.2.0-cli,2025-11-18,other,,true,agent,false,no-issue,bug-fix,ux-regression,true,"This PR updates the CLI visualizer UI by replacing panel borders with horizontal rules to improve copy/paste usability, addressing a user-facing complaint. It fixes a visual/UX issue in the TUI output, so it qualifies as an UX-regression bug fix."
63,Tweak SDK name,enyst,merged,2025-11-16T02:33:11Z,2025-11-25T23:12:15Z,1,1,1,,enyst-patch-1,main,APPROVED,false,1,xingyaoww,1,236.65,236.65,human,false,false,false,false,false,false,false,false,0,false,0,,,1.3.0,2025-11-26,other,,false,human,false,no-issue,docs,,false,"This PR only updates the SDK name in the README, representing a documentation change without modifying any code or UI components."
57,Fix: Check for openhands/ prefix instead of litellm_proxy in model name,xingyaoww,merged,2025-11-13T22:40:20Z,2025-11-17T18:32:02Z,12,8,2,,fix/check-openhands-prefix,main,APPROVED,false,1,enyst,1,91.86,91.44,agent,false,true,true,false,false,false,false,true,0,false,0,,,1.2.0-cli,2025-11-18,bug-fix,other-fix,false,agent,false,no-issue,bug-fix,ux-regression,false,"This PR corrects the model‐name check logic to use the `openhands/` prefix instead of `litellm_proxy`, fixing an incorrect behavior in the CLI that would misapply extra request body parameters without changing UI layout or causing crashes."
56,Only set litellm_extra_body for litellm_proxy models,xingyaoww,merged,2025-11-13T19:54:29Z,2025-11-13T20:52:32Z,85,32,5,,fix/conditional-litellm-extra-body,main,APPROVED,false,8,"openhands-ai[bot],neubig,xingyaoww,enyst",4,0.97,0.16,agent,false,true,true,false,false,true,false,true,0,false,0,,,1.2.0-cli,2025-11-18,other,,true,agent,false,no-issue,bug-fix,critical,true,"This PR fixes a bug where unsupported extra_body parameters cause failures with certain LLM providers by only setting litellm_extra_body for proxy models. It updates settings_screen.py and store.py, so it does touch terminal UI code."
55,Add code coverage collection and PR reporting to CI,malhotra5,merged,2025-11-13T17:31:33Z,2025-11-15T20:51:54Z,108,2,1,,add-code-coverage-to-ci,main,APPROVED,false,2,"enyst,raymyers",7,51.34,50.6,agent,false,true,true,false,false,false,false,false,0,false,0,,,1.2.0-cli,2025-11-18,feature,,false,agent,false,no-issue,ci,,false,"This PR adds and configures code coverage collection and reporting steps in the CI workflow, representing a continuous integration enhancement rather than feature or bug changes."
53,feat: implement support for skills and legacy microagents in CLI,malhotra5,merged,2025-11-13T14:08:30Z,2025-11-17T15:43:17Z,195,1,4,,feature/implement-skills-microagents-support,main,APPROVED,false,5,"enyst,malhotra5,xingyaoww",11,97.58,1.48,agent,false,true,true,false,false,true,false,true,0,false,0,,,1.2.0-cli,2025-11-18,feature,,true,agent,false,no-issue,feature,,false,"This PR adds a new feature enabling the CLI to load and use custom skills and legacy microagents by extending the AgentStore and integrating skill-loading methods. It only touches backend store logic and tests, without modifying terminal UI rendering or layout."
51,Align OpenHands-CLI project configurations with agent-sdk,malhotra5,merged,2025-11-12T18:38:14Z,2025-11-12T19:23:34Z,238,186,48,,align-configs-with-agent-sdk,main,REVIEW_REQUIRED,false,1,enyst,7,0.76,0.78,agent,false,true,true,false,false,true,false,true,0,false,0,,,1.2.0-cli,2025-11-18,other,,true,agent,false,no-issue,ci,,true,"This PR standardizes linting configs, CI workflows, and dev tooling across projects and removes redundant settings, focusing on build and tooling improvements rather than feature work. It also updates TUI components by modifying screen and rendering files."
50,Chore: copy over V1 CLI from OpenHands/OpenHands repo,malhotra5,merged,2025-11-12T16:07:32Z,2025-11-12T17:37:08Z,9452,910,64,,copy-v1-cli,main,REVIEW_REQUIRED,false,0,,19,1.49,,human,false,false,false,false,false,true,false,true,0,false,0,,,1.2.0-cli,2025-11-18,other,,true,human,false,no-issue,feature,,true,"This PR imports the entire V1 CLI codebase (including workflow configs, CLI entry points, argument parsers, and TUI screens), representing new functionality rather than a fix or refactor."
49,Update README to reflect project relocation,malhotra5,merged,2025-09-15T23:39:09Z,2025-09-15T23:39:14Z,1,41,1,,malhotra5-patch-1,main,REVIEW_REQUIRED,false,0,,1,0.0,,human,false,false,false,false,false,false,false,false,0,false,0,,,1.2.0-cli,2025-11-18,docs,,false,human,false,no-issue,docs,,false,"This PR updates the README to remove outdated quickstart instructions and add a project relocation notice, constituting a pure documentation change."
48,Test conversation runner with fewer mocks,raymyers,merged,2025-09-11T13:33:26Z,2025-09-11T21:08:43Z,81,50,1,,ray/less-mocks,main,REVIEW_REQUIRED,false,0,,2,7.59,,human,false,false,false,false,false,false,false,true,0,false,0,,,1.2.0-cli,2025-11-18,test,,false,human,false,no-issue,test,,false,"This PR updates and enhances the test suite by reducing mocks in test_conversation_runner.py and introducing reusable test doubles, focusing on test coverage rather than production code changes."
46,Update sha,malhotra5,merged,2025-09-09T23:01:08Z,2025-09-09T23:03:51Z,9,9,2,,openhands/add-always-proceed-option,main,REVIEW_REQUIRED,false,0,,8,0.05,,human,false,false,false,false,false,false,false,false,0,false,0,,,1.2.0-cli,2025-11-18,other,,false,human,false,no-issue,dependency-bump,,false,"This PR updates dependency version identifiers in pyproject.toml and the lock file, which aligns with a dependency-bump rather than a bug fix or feature change."
44,Update agent-sdk SHA and remove openhands/code from Python path,malhotra5,merged,2025-09-09T03:15:35Z,2025-09-09T03:19:13Z,10,17,3,,update-agent-sdk-sha,main,REVIEW_REQUIRED,false,0,,1,0.06,,agent,false,true,true,false,false,false,false,false,0,false,0,,,1.2.0-cli,2025-11-18,other,,false,agent,false,no-issue,dependency-bump,,false,"This PR updates the pinned agent-sdk SHA and lock file while removing obsolete Python path manipulation code, qualifying it as a dependency bump rather than a bug fix or feature."
43,Add 'Always proceed (don't ask again)' option to confirmation mode,malhotra5,merged,2025-09-08T23:55:10Z,2025-09-09T19:34:47Z,68,3,5,,openhands/add-always-proceed-option,main,REVIEW_REQUIRED,false,0,,6,19.66,,agent,false,true,true,false,false,false,false,true,0,true,1,40,malhotra5,1.2.0-cli,2025-11-18,feature,,false,agent,false,self-filed,feature,,true,"This PR adds a new user-facing option to the confirmation dialog, updating enums, dialog logic, and runner behavior to support always-proceed mode, which is clearly a new feature. It modifies the CLI confirmation dialog flow, qualifying as changes to the terminal UI."
42,re arrange tests,malhotra5,merged,2025-09-08T23:51:40Z,2025-09-08T23:51:57Z,53,57,2,,rearrange-tests,main,REVIEW_REQUIRED,false,0,,1,0.0,,human,false,false,false,false,false,false,false,true,0,false,0,,,1.2.0-cli,2025-11-18,test,,false,human,false,no-issue,test,,false,"This PR reorganizes and adjusts test files without touching application or UI code, focusing solely on test structure."
39,"Add ""No (with reason)"" option to confirmation dialog",malhotra5,merged,2025-09-08T21:49:15Z,2025-09-08T22:40:37Z,115,20,4,,add-rejection-with-reason-option,main,REVIEW_REQUIRED,false,3,"malhotra5,openhands-ai[bot]",6,0.86,0.37,agent,false,true,true,false,false,false,false,true,0,false,0,,,1.2.0-cli,2025-11-18,feature,,false,agent,false,no-issue,feature,,true,"This PR introduces a new user-facing option in the terminal confirmation dialog for rejecting actions with a custom reason, extending existing functionality rather than fixing a bug."
38,Fix pause resume pause in confirmation mode,malhotra5,merged,2025-09-08T21:24:01Z,2025-09-08T23:45:45Z,110,23,3,,pause-resume,main,REVIEW_REQUIRED,false,0,,3,2.36,,human,false,false,false,false,false,false,false,true,0,true,1,32,malhotra5,1.2.0-cli,2025-11-18,bug-fix,other-fix,false,human,false,self-filed,bug-fix,ux-regression,false,"This PR fixes a bug where issuing pause–resume–pause during confirmation incorrectly executes actions instead of waiting for user consent, restoring the intended behavior without altering UI layout or style."
37,Use dropdown for confirmation,malhotra5,merged,2025-09-08T18:53:29Z,2025-09-08T20:46:55Z,400,130,10,,cli-confirm,main,REVIEW_REQUIRED,false,0,,11,1.89,,human,false,false,false,false,false,false,false,true,0,true,1,31,malhotra5,1.2.0-cli,2025-11-18,other,,false,human,false,self-filed,feature,,true,"This PR adds a prompt‐toolkit dropdown confirmation UI and a new `cli_confirm` helper to improve CLI interactivity, addressing parity with the original UI described in issue #31."
36,Clean up files,malhotra5,merged,2025-09-08T16:11:29Z,2025-09-08T17:07:20Z,275,330,9,,clean-up,main,REVIEW_REQUIRED,false,0,,8,0.93,,human,false,false,false,false,false,false,false,true,0,false,0,,,1.2.0-cli,2025-11-18,other,,false,human,false,no-issue,refactor,,false,This PR performs code cleanup by removing unused code and reorganizing modules and tests without introducing new functionality or fixing a reported bug.
35,Update agent-sdk SHA and remove openhands/code path manipulation,malhotra5,merged,2025-09-07T05:36:13Z,2025-09-07T06:27:09Z,69,24,4,,update-agent-sdk-sha,main,REVIEW_REQUIRED,false,0,,4,0.85,,agent,false,true,true,true,false,false,false,false,0,false,0,,,1.2.0-cli,2025-11-18,other,,false,agent,false,no-issue,dependency-bump,,false,This PR updates the agent-sdk SHA in project dependencies (a dependency bump) and removes obsolete path-manipulation code without touching any terminal UI components.
34,feat(cli): add threaded Ctrl-P pause listener for synchronous SDK,malhotra5,merged,2025-09-05T07:04:12Z,2025-09-08T06:24:36Z,368,210,9,,feat/threaded-pause-listener,main,REVIEW_REQUIRED,false,0,,23,71.34,,agent,false,true,true,true,false,false,false,true,0,false,0,,,1.2.0-cli,2025-11-18,feature,,false,agent,false,no-issue,feature,,true,"This PR introduces a new threaded Ctrl-P pause listener and updates the CLI/TUI code to support pausing in the synchronous SDK, adding functionality rather than fixing a bug."
30,Add confirmation mode to CLI,malhotra5,merged,2025-09-04T04:10:59Z,2025-09-05T00:55:42Z,406,50,6,,openhands/implement-confirmation-mode-v2,main,REVIEW_REQUIRED,false,0,,7,20.75,,agent,false,true,true,false,false,false,false,true,0,true,1,15,malhotra5,1.2.0-cli,2025-11-18,feature,,false,agent,false,self-filed,feature,,true,"This PR introduces a new confirmation mode feature to the CLI—adding user prompts, action approval/rejection logic, and environment variable support—and updates related dependencies. It also modifies the TUI code (openhands_cli/tui.py) to display the confirmation prompts."
29,Add repo.md with instructions for updating agent-sdk SHA,malhotra5,merged,2025-09-03T21:24:13Z,2025-09-03T23:13:20Z,12,0,1,,openhands/add-repo-md-instructions,main,REVIEW_REQUIRED,false,0,,2,1.82,,agent,false,true,true,false,false,false,false,false,0,true,1,28,malhotra5,1.2.0-cli,2025-11-18,feature,,false,agent,false,self-filed,docs,,false,"This PR purely adds a new documentation file with instructions for updating the agent-sdk SHA, with no code, UI, or test changes."
26,Update agent-sdk version and import paths,malhotra5,merged,2025-09-03T18:11:54Z,2025-09-03T21:25:43Z,151,76,8,,openhands/update-agent-sdk-version,main,REVIEW_REQUIRED,false,3,"malhotra5,openhands-ai[bot]",9,3.23,1.67,agent,false,true,true,false,false,false,false,true,0,true,1,25,malhotra5,1.2.0-cli,2025-11-18,other,,false,agent,false,self-filed,dependency-bump,,false,"This PR updates the agent-sdk dependency to a new commit SHA, refreshes the lock file, and adjusts import paths to match the new subdirectory structure."
24,Add modern typing requirement to repo.md,malhotra5,merged,2025-09-03T06:21:42Z,2025-09-03T07:41:20Z,3,0,1,,openhands/add-modern-typing-requirement,main,REVIEW_REQUIRED,false,0,,1,1.33,,agent,false,true,true,false,false,false,false,false,0,true,1,23,malhotra5,1.2.0-cli,2025-11-18,feature,,false,agent,false,self-filed,docs,,false,"This PR only adds a new sentence to the repo.md documentation to specify modern typing requirements, without any code changes."
20,Clean README and add Development.md for build/developer guidance,malhotra5,merged,2025-09-03T06:11:09Z,2025-09-03T06:14:24Z,137,122,2,documentation,openhands/clean-readme-and-add-development-md,main,REVIEW_REQUIRED,false,0,,1,0.05,,agent,false,true,true,false,false,false,false,false,0,true,1,19,malhotra5,1.2.0-cli,2025-11-18,feature,,false,agent,false,self-filed,docs,,false,"This PR exclusively updates and restructures documentation (README.md and Development.md) for developer guidance, without touching application code or terminal UI components."
18,Make comment more truthful,malhotra5,merged,2025-09-03T05:54:01Z,2025-09-03T05:54:06Z,1,1,1,,add-instructions,main,REVIEW_REQUIRED,false,0,,1,0.0,,human,false,false,false,false,false,false,false,false,0,false,0,,,1.2.0-cli,2025-11-18,other,,false,human,false,no-issue,docs,,false,"This PR only updates a comment in the spec file, which is purely a documentation change with no behavioral impact."
17,Add macro style commands with dropdown window,malhotra5,merged,2025-09-03T04:22:45Z,2025-09-03T05:51:56Z,333,81,10,,openhands/add-macro-commands-dropdown,main,REVIEW_REQUIRED,false,0,,10,1.49,,agent,false,true,true,false,false,false,false,true,0,true,1,16,malhotra5,1.2.0-cli,2025-11-18,feature,,false,agent,false,self-filed,feature,,true,"This PR implements new interactive TUI features—autocomplete dropdown, arrow/tab navigation, and a streamlined startup flow—rather than fixing a defect. It enhances the CLI user experience by adding functionality and improving the UI."
13,Add GitHub workflow to test binary executable build,malhotra5,merged,2025-09-03T00:01:43Z,2025-09-03T02:06:58Z,43,0,1,,openhands/add-binary-build-workflow,main,REVIEW_REQUIRED,false,3,"malhotra5,openhands-ai[bot]",5,2.09,1.89,agent,false,true,true,false,false,false,false,false,0,true,1,12,malhotra5,,,feature,,false,agent,false,self-filed,ci,,false,"This PR introduces a new GitHub Actions workflow to validate binary executable builds, updating the CI configuration without altering application code."
11,Update repo.md with project details and references,malhotra5,merged,2025-09-02T23:50:26Z,2025-09-02T23:52:02Z,7,0,1,,openhands/update-repo-md,main,REVIEW_REQUIRED,false,0,,1,0.03,,agent,false,true,true,false,false,false,false,false,0,true,1,8,malhotra5,,,other,,false,agent,false,self-filed,docs,,false,"This PR solely updates the documentation file repo.md by adding project details, references, and usage instructions, so it falls under documentation changes. It does not touch any terminal UI code."
10,Add simple agent interaction functionality,malhotra5,merged,2025-09-02T23:31:30Z,2025-09-03T03:02:45Z,345,13,4,,feature/simple-agent-interaction,main,REVIEW_REQUIRED,false,6,"malhotra5,openhands-ai[bot]",11,3.52,0.37,human,false,false,false,false,false,false,false,false,0,false,0,,,,,feature,,false,human,false,no-issue,feature,,true,"This PR adds new simple agent interaction functionality and integrates it into the CLI menu, representing a new feature rather than a bug fix. It also updates the TUI entry point in simple_main.py to offer the agent chat option, so it touches terminal UI code."
9,Create repo.md microagent with linting and documentation guidelines,malhotra5,merged,2025-09-02T23:06:25Z,2025-09-02T23:15:38Z,19,0,1,,openhands/create-repo-md,main,REVIEW_REQUIRED,false,5,malhotra5,3,0.15,0.03,agent,false,true,true,false,false,false,false,false,0,true,1,8,malhotra5,,,docs,,false,agent,false,self-filed,docs,,false,"This PR adds a new repository-level microagent markdown file with development and linting guidelines, so it’s purely documentation and does not touch any terminal UI code."
7,Simplify lint commands in Makefile,malhotra5,merged,2025-09-02T23:00:15Z,2025-09-02T23:01:48Z,6,11,2,chore,openhands/simplify-lint-makefile,main,REVIEW_REQUIRED,false,0,,1,0.03,,agent,false,true,true,false,false,false,false,false,0,true,1,6,malhotra5,,,refactor,,false,agent,false,self-filed,refactor,,false,This PR restructures Makefile lint targets and updates related documentation to simplify developer tooling without introducing new features or fixing a user-facing bug.
5,Add PyInstaller packaging support for CLI binary,malhotra5,merged,2025-09-02T22:37:38Z,2025-09-02T22:58:45Z,520,8,7,,openhands/pyinstaller-packaging,main,REVIEW_REQUIRED,false,0,,5,0.35,,agent,false,true,true,false,false,false,false,false,0,true,1,4,malhotra5,,,feature,,false,agent,false,self-filed,feature,,false,"This PR introduces PyInstaller packaging support by adding spec files and build scripts to generate standalone CLI binaries, which is new functionality rather than a bug fix or refactor."
3,Setup pre-commit for Python files,malhotra5,merged,2025-09-02T22:21:42Z,2025-09-02T22:24:43Z,339,67,11,,openhands/setup-precommit,main,REVIEW_REQUIRED,false,0,,1,0.05,,agent,false,true,true,false,false,false,false,false,0,true,1,2,malhotra5,,,ci,,false,agent,false,self-filed,ci,,true,"This PR adds pre-commit hooks and updates the GitHub CI lint workflow, making it a CI/tooling change. It does touch the TUI module file but only for linting and formatting, not to alter its UI behavior."
1,Set up OpenHands CLI package structure with UV and Poetry,malhotra5,merged,2025-09-02T21:30:31Z,2025-09-02T22:16:00Z,2300,0,9,,setup-cli-package-structure,main,REVIEW_REQUIRED,false,0,,6,0.76,,agent,false,true,true,false,false,false,false,false,0,false,0,,,,,other,,false,agent,false,no-issue,feature,,true,"This PR establishes a new CLI package structure and copies TUI modules into it with modern Python tooling, representing a new feature addition rather than a bug fix."
